	level_0	index	Funktion	Ratsmitglied	Zutrittsberechtigte	document	page
1813	1873	14	Persönliche/r Mitarbeiter/in	Jauslin Matthias Samuel, FDP-Liberale/AG	Jauslin Livia	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1814	1874	15				2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1815	1875	0	SuisseCulture	Kälin Irène, GPS/AG	Läuble Hans	2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1816	1876	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1817	1877	2		Keller Peter, SVP/NW		2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1818	1878	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1819	1879	4		Keller-Inhelder Barbara, SVP/SG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1820	1880	5				2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1821	1881	6	Schweizerischer Gewerkschaftsbund	Kiener Nellen Margret, SP/BE	Heim Dore	2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1822	1882	7	ELLIPS		Tomisawa Sacra	2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1823	1883	8		Knecht Hansjörg, SVP/AG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1824	1884	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1825	1885	10	Gast	Köppel Roger, SVP/ZH	Zollinger Kurt Heinrich	2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1826	1886	11				2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1827	1887	12	UBS AG	Landolt Martin, BDP/GL	Hottiger Steve	2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1828	1888	13	foraus		Forster Nicola	2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1829	1889	14		Leutenegger Oberholzer Susanne,SP/BL		2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1830	1890	15				2018-01-23 Register der Zutrittsberechtigten NR.pdf	15
1831	1891	0		Lohr Christian, CVP/TG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1832	1892	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1833	1893	2	Invité(e)	Lüscher Christian, PLR/GE	Singh Auroi Varuna	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1834	1894	3	Invité(e)		Chabloz Jean-Claude	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1835	1895	4	Travail.Suisse	Maire Jacques-André, PSS/NE	Fischer Gabriel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1836	1896	5	Invité(e)		Geiser Ernest	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1837	1897	6	Collaborateur(rice) personnel(le)	Marchand-Balet Géraldine, PDC/VS	Zumofen Guillaume	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1838	1898	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1839	1899	8	polsan AG / Jungfreisinnige	Markwalder Christa, FDP-Liberale/BE	Berger Thomas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1840	1900	9	Persönliche/r Mitarbeiter/in		Maier Elias	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1841	1901	10		Marra Ada, PSS/VD		2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1842	1902	11				2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1843	1903	12	NEBS	Marti Min Li, SP/ZH	Wegmüller Lukas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1844	1904	13	Pro Velo Schweiz		Merkli Christoph	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1845	1905	14	Persönliche/r Mitarbeiter/in	Martullo-Blocher Magdalena, SVP/GR	Grögli Berit	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1846	1906	15		Vock Patrick	Persönliche/r Mitarbeiter/in	2018-01-23 Register der Zutrittsberechtigten NR.pdf	16
1847	1907	0	Procap Schweiz	Masshardt Nadine, SP/BE	Fischer Alex	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1848	1908	1	Persönliche/r Mitarbeiter/in		Hirschi Jonas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1849	1909	2		Matter Thomas, SVP/ZH		2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1850	1910	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1851	1911	4	Association Transports et Environnement (ATE)	Mazzone Lisa, PES/GE	Müller Matthias	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1852	1912	5	Gruppe für eine Schweiz ohne Armee (GSoA)		Lempert Lewin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1853	1913	6	Collaboratore/trice personale	Merlini Giovanni, FDP-Liberale/TI	Speziali Alessandro	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1854	1914	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1855	1915	8	Alliance Sud	Meyer Mattea, SP/ZH	Gross Dominik	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1856	1916	9	Schweizerischer Gewerkschaftsbund		Lampart Daniel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1857	1917	10	Collaborateur(rice) personnel(le)	Moret Isabelle, PLR/VD	Lopez Barry	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1858	1918	11	Collaborateur(rice) personnel(le)		Lörtscher Philippe	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1859	1919	12	Schweiz. Bankiervereinigung	Moser Tiana Angelina, glp/ZH	Weibel Alena	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1860	1920	13				2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1861	1921	14	Raiffeisen Schweiz Genossenschaft	Müller Leo, CVP/LU	Perina-Werz Alexandra	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1862	1922	15		Cadonau Gallus	Solar Agentur Schweiz	2018-01-23 Register der Zutrittsberechtigten NR.pdf	17
1863	1923	0	HEV Schweiz	Müller Thomas, SVP/SG	Sommer Monika	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1864	1924	1	Touring Club Schweiz		Zumbühl Rudolf	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1865	1925	2	Persönliche/r Mitarbeiter/in	Müller Walter, FDP-Liberale/SG	Müller Ottilia	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1866	1926	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1867	1927	4	Migros Genossenschaftsbund	Müller-Altermatt Stefan, CVP/SO	Maurer Jürg	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1868	1928	5	Schweizer Musikrat		Kunz Stefano	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1869	1929	6	Allianz Atomausstieg	Munz Martina, SP/SH	Schuler Kaspar	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1870	1930	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1871	1931	8	Gast	Müri Felix, SVP/LU	Gurtner Miriam	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1872	1932	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1873	1933	10	Persönliche/r Mitarbeiter/in	Naef Martin, SP/ZH	Huber Patrick Hadi	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1874	1934	11	Alliance Sud		Herkenrath Marc	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1875	1935	12	Collaborateur(rice) personnel(le)	Nantermod Philippe, PLR/VS	Vernay André	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1876	1936	13	Centre patronal		Kuonen Martin Marcel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1877	1937	14	Prometerre	Nicolet Jacques, UDC/VD	Thomas Luc	2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1878	1938	15				2018-01-23 Register der Zutrittsberechtigten NR.pdf	18
1879	1939	0	Vereinigung Schweizerischer Privatbanken	Nidegger Yves, UDC/GE	Zijdenbos Theo	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1880	1940	1	Institute for Security Analysis and Strategic Networking		Bollag Josef	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1881	1941	2	Invité(e)	Nordmann Roger, PSS/VD	Cherix François	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1882	1942	3	Verkehrsclub Schweiz		Leumann Luc	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1883	1943	4	Gast	Nussbaumer Eric, SP/BL	Hegi Roger	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1884	1944	5	AEE Suisse		Batzli Stefan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1885	1945	6	Union suisse des arts et metiers	Page Pierre-André, UDC/FR	Salzmann Bernhard	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1886	1946	7	CCIF du canton de Fribourg		Jenny René	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1887	1947	8	Collaboratore/trice personale	Pantani Roberta, Lega/TI	Cereghetti Elena	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1888	1948	9	Repubblica e Cantone Ticino - Area delle Relazioni Esterne		Guerra Sara	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1889	1949	10	Gewerkschaft Unia, Sektor Industrie	Pardini Corrado, SP/BE	Wyss Manuel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1890	1950	11				2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1891	1951	12	Suva	Pezzatti Bruno, FDP-Liberale/ZG	Mühlethaler Jan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1892	1952	13	Schweizer Obstverband		Enggasser Josiane	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1893	1953	14	Studerus und Partner AG	Pfister Gerhard, CVP/ZG	Studerus Konrad	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1894	1954	15		Mutter Bettina	Dynamics Group AG	2018-01-23 Register der Zutrittsberechtigten NR.pdf	19
1895	1955	0		Pieren Nadja, SVP/BE		2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1896	1956	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1897	1957	2	Krebsliga	Piller Carrard Valérie, PSS/FR	Lenz Franziska	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1898	1958	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1899	1959	4	KPMG	Portmann Hans-Peter, FDP-Liberale/ZH	Hammer Andreas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1900	1960	5	Schweizerische Bankiervereinigung		Lipp Silvan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1901	1961	6	BDP Luzern	Quadranti Rosmarie, BDP/ZH	Kläfiger Denis	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1902	1962	7	Pink Cross		Schegg René	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1903	1963	8	Sunrise	Quadri Lorenzo, Lega/TI	Burkhardt Michael	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1904	1964	9	UPC		Aschwanden Jürg	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1905	1965	10	Collaboratore/trice personale	Regazzi Fabio, CVP/TI	Trisconi Michela	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1906	1966	11	furrerhugi.ag Svizzera italiana		Geninazzi Angelo	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1907	1967	12	Piratenpartei	Reimann Lukas, SVP/SG	Simonet Denis	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1908	1968	13				2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1909	1969	14	Gast	Reimann Maximilian, SVP/AG	Reimann Johann Peter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1910	1970	15		Hürzeler Urs	Persönliche/r Mitarbeiter/in	2018-01-23 Register der Zutrittsberechtigten NR.pdf	20
1911	1971	0	Initiative des Alpes	Reynard Mathias, PSS/VS	Pasquier Isabelle	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1912	1972	1	Réseau FUTURE – science et politique		Pilloud Xavier	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1913	1973	2	scienceindustries	Rickli Natalie, SVP/ZH	Sennhauser Marcel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1914	1974	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1915	1975	4	Swisscleantech	Riklin Kathy, CVP/ZH	Weissen Roman	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1916	1976	5	BIOMASSE Suisse		Wellinger Arthur	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1917	1977	6	usam	Rime Jean-François, UDC/FR	Krattinger Alexa	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1918	1978	7	Industrie du bois Suisse		Streiff Hansruedi	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1919	1979	8	Schweizer Bauernverband	Ritter Markus, CVP/SG	Rufer Martin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1920	1980	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1921	1981	10	Associazioni economiche ticinesi	Romano Marco, CVP/TI	Rossi Michele	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1922	1982	11	Travail.Suisse		Borioli Sandoz Valérie	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1923	1983	12	Berner Bauernverband	Rösti Albert, SVP/BE	Rüegsegger Hans Jörg	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1924	1984	13	Robinvest AG		Baltisser Martin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1925	1985	14	Ligue pulmonaire suisse	Ruiz Rebecca Ana, PSS/VD	Strozzi Elena	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1926	1986	15		Montangero Stéphane	Invité(e)	2018-01-23 Register der Zutrittsberechtigten NR.pdf	21
1927	1987	0	Persönliche/r Mitarbeiter/in	Ruppen Franz, SVP/VS	Decurtins Marco	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1928	1988	1	Gast		Graber Michael	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1929	1989	2	IG Freiheit	Rutz Gregor, SVP/ZH	Isler Claudia	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1930	1990	3	Aktion Medienfreiheit		Lauber Tamara	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1931	1991	4	Stiftung Landschaftsschutz SL-FP	Rytz Regula, GPS/BE	Rodewald Raimund	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1932	1992	5	Schweizerischer Gewerkschaftsbund		Bianchi Doris	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1933	1993	6	Persönliche/r Mitarbeiter/in	Salzmann Werner, SVP/BE	Panayides Aliki	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1934	1994	7	Gast		Salzmann Werner	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1935	1995	8	Persönliche/r Mitarbeiter/in	Sauter Regine, FDP-Liberale/ZH	Karrer David Peter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1936	1996	9	Persönliche/r Mitarbeiter/in		Senn Mario	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1937	1997	10	Pro Natura	Schelbert Louis, GPS/LU	Liner Marcel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1938	1998	11	Schweizer Heimatschutz		Schmid Adrian	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1939	1999	12	Travail.Suisse	Schenker Silvia, SP/BS	Kuert Killer Matthias	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1940	2000	13	H+ Die Spitäler der Schweiz		Bienlein Martin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1941	2001	14	suissetec	Schilliger Peter, FDP-Liberale/LU	Kaufmann Hans-Peter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1942	2002	15		Müller Roland A.	Schweizerischer Arbeitgeberverband	2018-01-23 Register der Zutrittsberechtigten NR.pdf	22
1943	2003	0	Gast	Schmid-Federer Barbara, CVP/ZH	Dürr Lucius	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1944	2004	1	furrerhugi.ag		Saxer Mark	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1945	2005	2	Treuhand Suisse	Schneeberger Daniela, FDP-Liberale/BL	Jenni Vanessa	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1946	2006	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1947	2007	4	Jugendsession	Schneider Schüttel Ursula, SP/FR	Urech Frédéric	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1948	2008	5	pro natura		Jegher Stella	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1949	2009	6	Handelskammer beider Basel	Schneider-Schneiter Elisabeth, CVP/BL	Saladin Franz	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1950	2010	7	Novartis		Huber Peter Andreas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1951	2011	8		Schwander Pirmin, SVP/SZ		2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1952	2012	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1953	2013	10	WWF Schweiz	Seiler Graf Priska, SP/ZH	Fust Michael	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1954	2014	11	Fachstelle Frauenhandel und Frauenmigration		Angelini Rebecca	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1955	2015	12	Agrarallianz	Semadeni Silva, SP/GR	Dietler Christof	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1956	2016	13	Pro Natura		Ulber Marcus	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1957	2017	14	JBDP Kanton Bern	Siegenthaler Heinz, BDP/BE	Huissoud Nicolas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1958	2018	15		Rohrbach Kurt	Handels-und Industrieverein Kanton Bern	2018-01-23 Register der Zutrittsberechtigten NR.pdf	23
1959	2019	0		Sollberger Sandra, SVP/BL		2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1960	2020	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1961	2021	2	AGILE.CH	Sommaruga Carlo, PSS/GE	Rouvenaz Badoud Catherine	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1962	2022	3	Alliance Sud		Matile Laurent	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1963	2023	4	Schweizerischer Fussballverband	Stahl Jürg, SVP/ZH	Miescher Alex	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1964	2024	5	Swiss Olympic		Schnegg Roger	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1965	2025	6	interpharma	Stamm Luzi, SVP/AG	Buholzer René	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1966	2026	7	Persönliche/r Mitarbeiter/in		Stoecklin Guido Heinz	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1967	2027	8		Steinemann Barbara, SVP/ZH		2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1968	2028	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1969	2029	10	Persönliche/r Mitarbeiter/in	Streiff-Feller Marianne, EVP/BE	Schwarz Johannes	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1970	2030	11	INSOS Schweiz		Saxenhofer Peter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1971	2031	12	WWF Suisse	Thorens Goumaz Adèle, PES/VD	Graf Manuel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1972	2032	13	Greenpeace		Voigt Anne	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1973	2033	14	Collaborateur(rice) personnel(le)	Tornare Manuel, PSS/GE	Byland Karin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1974	2034	15		Chiavaroli Danielle	Collaborateur(rice) personnel(le)	2018-01-23 Register der Zutrittsberechtigten NR.pdf	24
1975	2035	0	Stadtverwaltung Bern	Tschäppät Alexander, SP/BE	Langenegger Walter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1976	2036	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1977	2037	2	SVP des Kt. Zürich	Tuena Mauro, SVP/ZH	Wegelin Reinhard	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1978	2038	3	Junge SVP Schweiz		Fischer Benjamin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1979	2039	4		Vitali Albert, FDP-Liberale/LU		2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1980	2040	5				2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1981	2041	6	Verband öffentlicher Verkehr, Seilbahnen Schweiz	Vogler Karl, csp-ow/OW	Stückelberger Ueli	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1982	2042	7	Verband Schweizerischer Kantonalbanken		Steiner Adrian	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1983	2043	8	PGLR (Parlamentarische Gruppe Luft- und Raumfahrt)	Vogt Hans-Ueli, SVP/ZH	Kristensen Philip Holmgaard	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1984	2044	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1985	2045	10	Gast	von Siebenthal Erich, SVP/BE	Minder Heinrich	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1986	2046	11	Berner Waldbesitzer		Flückiger Stefan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1987	2047	12	Farner Consulting AG	Walliser Bruno, SVP/ZH	Richner Andreas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1988	2048	13				2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1989	2049	14	Schweizerischer Arbeitgeberverband	Walti Beat, FDP-Liberale/ZH	Vogt Valentin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1990	2050	15		Dolder-Troller Brigitta	Persönliche/r Mitarbeiter/in	2018-01-23 Register der Zutrittsberechtigten NR.pdf	25
1991	2051	0	Gast	Wasserfallen Christian, FDP-Liberale/BE	Wasserfallen Margret	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
1992	2052	1	Burson Marsteller		Thalhammer Alexandra	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
1993	2053	2	Invité(e)	Wehrli Laurent, PLR/VD	Depallens Yves	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
1994	2054	3	Invité(e)		Braune Victor	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
1995	2055	4	aqua viva	Weibel Thomas, glp/ZH	Eisenhut Antonia Katharina	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
1996	2056	5	swisscleantech		Zeyer Christian	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
1997	2057	6	Verein zum Schutz des Alpengebietes vor dem Transitverkehr	Wermuth Cédric, SP/AG	Giovanoli Remco André	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
1998	2058	7	Terre des Femmes		Eggler Simone	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
1999	2059	8	auto-schweiz	Wobmann Walter, SVP/SO	Burgener Andreas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
2000	2060	9	auto-schweiz		Launaz François	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
2001	2061	10	Gast	Zanetti Claudio, SVP/ZH	Schmid Claudio	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
2002	2062	11	Comparis - Public Affairs		Schneuwly Felix	2018-01-23 Register der Zutrittsberechtigten NR.pdf	26
